Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y,Total_Enrolments,Year 7 Total,Year 8 Total,Year 9 Total,Year 10 Total,Year 11 Total,Year 12 Total,Median_VCE_Study_Score,Pct_Study_Scores_40plus,Pct_VCE_VTAC_Applications,X,Y,LGA_Name
Government,1,8474,Wheelers Hill Secondary College,Secondary,O,2-28 Raphael Drive,,Wheelers Hill,VIC,3150,2-28 Raphael Drive,,WHEELERS HILL,VIC,3150,03 9561 5811,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.181743,-37.910126,691,126,116,112,123,117,95,,,,145.181743,-37.910126,Monash
Government,1,8475,Williamstown High School,Secondary,O,76 Pasco Street,,Williamstown,VIC,3016,76 Pasco Street,,WILLIAMSTOWN,VIC,3016,03 9397 1899,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay,Metro,144.895024,-37.862855,1533,265,253,250,264,256,245,31,10.3,77,144.895024,-37.862855,Hobsons Bay
Government,1,8480,Wodonga Senior Secondary College,Secondary,O,80 Brockley Street,,Wodonga,VIC,3690,80 Brockley Street,,WODONGA,VIC,3690,02 6043 7500,NORTH-EASTERN VICTORIA,Ovens Murray,717,Wodonga,Non Metro,146.8810522,-36.12560893,1345,0,10,57,424,465,387,,,,146.8810522,-36.12560893,Wodonga
Government,1,8490,Yarram Secondary College,Secondary,O,86 James Street,,Yarram,VIC,3971,P O Box 135,,YARRAM,VIC,3971,03 5182 5522,SOUTH-EASTERN VICTORIA,Outer Gippsland,681,Wellington,Non Metro,146.685408,-38.56743,267,43,39,31,56,47,48,25,1.4,37,146.685408,-38.56743,Wellington
Government,1,8491,Woodmans Hill Secondary College,Secondary,O,1 Fussell Street,,Ballarat East,VIC,3350,P O Box 1066,,Bakery Hill,VIC,3354,03 5336 7264,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.892275,-37.559122,609,102,122,107,103,103,70,27,5.3,46,143.892275,-37.559122,Ballarat
Government,1,8500,Yea High School,Secondary,O,67 Racecourse Rd,,Yea,VIC,3717,P O Box 63,,YEA,VIC,3717,03 5797 2207,NORTH-EASTERN VICTORIA,Goulburn,562,Murrindindi,Non Metro,145.408536,-37.215011,280,31,38,45,60,70,36,25,0.0,43,145.408536,-37.215011,Murrindindi
Government,1,8704,Glen Eira College,Secondary,O,76 Booran Road,,Caulfield East,VIC,3145,76 Booran Road,,CAULFIELD EAST,VIC,3145,03 9571 7838,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira,Metro,145.038006,-37.8857,893,170,144,161,134,162,122,31,6.5,79,145.038006,-37.8857,Glen Eira
Government,1,8705,Craigieburn Secondary College,Secondary,O,102 Hothlyn Drive,,Craigieburn,VIC,3064,102 Hothlyn Drive,,CRAIGIEBURN,VIC,3064,03 9308 1144,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.9359541,-37.60875112,967,148,168,147,173,166,164,21,0.7,76,144.9359541,-37.60875112,Hume
Government,1,8707,Emerald Secondary College,Secondary,O,425 Belgrave-gembrook Rd,,Emerald,VIC,3782,P O Box 264,,EMERALD,VIC,3782,03 5968 5388,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,145,Cardinia,Metro,145.4587437,-37.92427055,641,111,112,102,111,104,101,28,1.6,52,145.4587437,-37.92427055,Cardinia
Government,1,8708,Reservoir High School,Secondary,O,855 Plenty Road,,Reservoir,VIC,3073,855 Plenty Road,,RESERVOIR,VIC,3073,03 9466 0900,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,145.029772,-37.722259,634,121,115,102,111,99,85,28,3.8,62,145.029772,-37.722259,Darebin
Government,1,8709,Hampton Park Secondary College,Secondary,O,58 - 96 Fordholm Road,,Hampton Park,VIC,3976,P O Box 480,,HAMPTON PARK,VIC,3976,03 8795 9400,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.259884,-38.034862,1227,199,222,216,216,201,173,,,,145.259884,-38.034862,Casey
Government,1,8710,Hoppers Crossing Secondary College,Secondary,O,2 Fraser Street,,Hoppers Crossing,VIC,3029,2 Fraser Street,,HOPPERS CROSSING,VIC,3029,03 9974 7777,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.695358,-37.871223,1503,252,265,279,256,254,196,,,,144.695358,-37.871223,Wyndham
Government,1,8715,Keilor Downs Secondary College,Secondary,O,100-110 Odessa Avenue,,Keilor Downs,VIC,3038,P O Box 245,,Taylors Lakes,VIC,3038,03 9365 8000,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank,Metro,144.811186,-37.715515,1239,238,202,204,176,213,206,,,,144.811186,-37.715515,Brimbank
Government,1,8716,Kurnai College,Secondary,O,42-66 Bridle Road,,Morwell,VIC,3840,P O Box 3411,,Morwell BC,VIC,3841,03 5165 0600,SOUTH-EASTERN VICTORIA,Inner Gippsland,381,Latrobe,Non Metro,146.432788,-38.228791,1363,244,202,248,218,250,200,24,0.8,40,146.432788,-38.228791,Latrobe
Government,1,8718,Kurunjang Secondary College,Secondary,O,10 Kurunjang Drive,,Kurunjang,VIC,3337,PO Box 598,,MELTON,VIC,3337,03 9743 9211,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.585957,-37.672914,883,152,148,171,161,136,115,24,2.3,61,144.585957,-37.672914,Melton
Government,1,8720,Lakes Entrance Secondary College,Secondary,O,1-11 North Street,,Lakes Entrance,VIC,3909,1-11 North Street,,LAKES ENTRANCE,VIC,3909,03 5155 2982,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland,Non Metro,147.998412,-37.871343,190,32,45,36,34,31,12,,,,147.998412,-37.871343,East Gippsland
Government,1,8722,Elisabeth Murdoch College,Secondary,O,80 Warrandyte Road,,Langwarrin,VIC,3910,80 Warrandyte Road,,LANGWARRIN,VIC,3910,03 9788 2600,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston,Metro,145.19018,-38.159291,1592,283,259,280,254,276,239,31,10.8,40,145.19018,-38.159291,Frankston
Government,1,8723,Sunbury Downs Secondary College,Secondary,O,148-174 Mitchells Lane,,Sunbury,VIC,3429,P O Box 625,,SUNBURY,VIC,3429,03 9744 0500,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.704485,-37.584007,798,181,162,149,120,109,76,,,,144.704485,-37.584007,Hume
Government,1,8724,Forest Hill College,Secondary,O,178-180 Mahoneys Road,,Burwood East,VIC,3151,178-180 Mahoneys Road,,BURWOOD EAST,VIC,3151,03 9814 9444,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse,Metro,145.163728,-37.848519,373,50,55,49,66,81,72,29,2.1,58,145.163728,-37.848519,Whitehorse
Government,1,8725,Patterson River Secondary College,Secondary,O,70 - 98 Eel Race Road,,Seaford,VIC,3198,P O Box 2664,,SEAFORD,VIC,3198,03 8770 6700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston,Metro,145.134741,-38.083504,1285,252,224,234,207,203,165,,,,145.134741,-38.083504,Frankston
Government,1,8730,St Helena Secondary College,Secondary,O,Wallowa Road,,Eltham North,VIC,3095,Wallowa Road,,ELTHAM NORTH,VIC,3095,03 9438 8500,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule,Metro,145.1399078,-37.68686717,1438,246,258,258,223,262,190,29,5.3,76,145.1399078,-37.68686717,Banyule
Government,1,8731,Stawell Secondary College,Secondary,O,79-97 Patrick Street,,Stawell,VIC,3380,P O Box 202,,STAWELL,VIC,3380,03 5358 1700,SOUTH-WESTERN VICTORIA,Wimmera South West,581,Northern Grampians,Non Metro,142.789787,-37.061954,345,80,59,52,53,65,36,23,2.4,23,142.789787,-37.061954,Northern Grampians
Government,1,8734,Rowville Secondary College,Secondary,O,17 Paratea Drive,,Rowville,VIC,3178,P O Box 2123,,ROWVILLE,VIC,3178,03 9755 4555,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.2370885,-37.92388682,1897,337,326,352,322,301,259,25,2.1,41,145.2370885,-37.92388682,Knox
Government,1,8736,Bass Coast College,Secondary,O,2 McKenzie Street,,Wonthaggi,VIC,3995,P O Box 119,,WONTHAGGI,VIC,3995,03 5611 4000,SOUTH-EASTERN VICTORIA,Inner Gippsland,74,Bass Coast,Non Metro,145.5978801,-38.61094209,1704,321,319,309,291,258,203,28,3.6,53,145.5978801,-38.61094209,Bass Coast
Government,1,8739,Sandringham College,Secondary,O,11 Holloway Road,,Sandringham,VIC,3191,11 Holloway Road,,SANDRINGHAM,VIC,3191,03 8599 0500,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside,Metro,145.023034,-37.956709,1092,211,192,186,206,143,153,31,6.9,69,145.023034,-37.956709,Bayside
Government,1,8742,Fitzroy High School,Secondary,O,24-30 Falconer Street,,Fitzroy North,VIC,3068,24-30 Falconer Street,,FITZROY NORTH,VIC,3068,03 9488 1900,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra,Metro,144.987476,-37.784911,433,38,51,55,76,101,112,28,3.7,74,144.987476,-37.784911,Yarra
Government,1,8743,Ashwood High School,Secondary,O,50 Vannam Drive,,Ashwood,VIC,3147,50 VANNAM DRIVE,,ASHWOOD,VIC,3147,03 9807 1333,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.103328,-37.864527,993,221,185,186,149,136,116,31,8.1,72,145.103328,-37.864527,Monash
Government,1,8744,Mullauna Secondary College,Secondary,O,456 Springfield Road,,Mitcham,VIC,3132,456 Springfield Road,,MITCHAM,VIC,3132,03 9874 3422,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse,Metro,145.190155,-37.807109,626,120,107,90,104,108,97,,,,145.190155,-37.807109,Whitehorse
Government,1,8745,Leongatha Secondary College,Secondary,O,115 Nerrena Road,,Leongatha,VIC,3953,Private Bag 1,,LEONGATHA,VIC,3953,03 5667 2200,SOUTH-EASTERN VICTORIA,Inner Gippsland,617,South Gippsland,Non Metro,145.9612411,-38.47868659,614,108,110,111,108,93,83,29,1.0,60,145.9612411,-38.47868659,South Gippsland
Government,1,8746,Diamond Valley College,Secondary,O,165-179 Main Hurstbridge Road,,Diamond Creek,VIC,3089,P O Box 643,,DIAMOND CREEK,VIC,3089,03 9438 1411,NORTH-WESTERN VICTORIA,North Eastern Melbourne,571,Nillumbik,Metro,145.167403,-37.672828,831,133,158,165,136,125,113,25,0.7,56,145.167403,-37.672828,Nillumbik
Government,1,8750,Greensborough Secondary College,Secondary,O,59 Nepean Street,,Greensborough,VIC,3088,59 Nepean Street,,GREENSBOROUGH,VIC,3088,03 9433 2666,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule,Metro,145.091251,-37.708486,604,121,117,107,110,75,73,,,,145.091251,-37.708486,Banyule
Government,1,8753,Ararat Secondary College,Secondary,O,4-30 Barkly Street,,Ararat,VIC,3377,4-30 BARKLY STREET,,ARARAT,VIC,3377,03 5352 4177,SOUTH-WESTERN VICTORIA,Central Highlands,26,Ararat,Non Metro,142.9219615,-37.28599961,349,72,75,48,62,44,47,26,1.2,30,142.9219615,-37.28599961,Ararat
Government,1,8775,Mill Park Secondary College,Secondary,O,9 - 25 Moorhead Drive,,Mill Park,VIC,3082,9-25 Moorhead Drive,,MILL PARK,VIC,3082,03 9407 9700,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.063414,-37.664155,991,167,142,146,169,193,174,26,2.4,72,145.063414,-37.664155,Whittlesea
Government,1,8777,Bacchus Marsh College,Secondary,O,73 Grant Street,,Bacchus Marsh,VIC,3340,P O Box 329,,BACCHUS MARSH,VIC,3340,03 5367 2955,SOUTH-WESTERN VICTORIA,Central Highlands,515,Moorabool,Non Metro,144.4330584,-37.68562875,978,181,185,194,171,118,128,24,0.3,57,144.4330584,-37.68562875,Moorabool
Government,1,8783,The Grange P-12 College,Pri/Sec,O,30 Deloraine Drive,,Hoppers Crossing,VIC,3029,P O Box 730,,WERRIBEE,VIC,3030,03 9748 9166,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.6749381,-37.8581346,1270,188,198,235,256,215,178,25,3.2,55,144.6749381,-37.8581346,Wyndham
Government,1,8784,Springside West Secondary College,Secondary,O,70 City Vista Court,,Fraser Rise,VIC,3336,70 City Vista Court,,Fraser Rise,VIC,3336,03 8357 7100,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.7278679,-37.7156903,1678,245,240,342,295,277,279,,,,144.7278679,-37.7156903,Melton
Government,1,8787,Taylors Lakes Secondary College,Secondary,O,1-39 Parmelia Drive,,Taylors Lakes,VIC,3038,P O Box 2374,,TAYLORS LAKES,VIC,3038,03 9390 3130,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank,Metro,144.794402,-37.70741,1290,236,237,218,202,203,194,,,,144.794402,-37.70741,Brimbank
Government,1,8790,Sunshine College,Secondary,O,25A Lachlan Road,,Sunshine West,VIC,3020,P O Box 165,,SUNSHINE,VIC,3020,03 8311 5200,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank,Metro,144.81382,-37.793158,1223,208,157,213,232,230,183,26,1.5,75,144.81382,-37.793158,Brimbank
Government,1,8791,Wallan Secondary College,Secondary,O,100 Duke Street,,Wallan,VIC,3756,P O Box 305,,Wallan,VIC,3756,03 5783 0300,NORTH-EASTERN VICTORIA,Goulburn,485,Mitchell,Non Metro,144.981473,-37.418393,957,189,178,179,165,147,98,22,0.0,34,144.981473,-37.418393,Mitchell
Government,1,8797,Thornbury High School,Secondary,O,238 Collins Street,,Thornbury,VIC,3071,238 Collins Street,,Thornbury,VIC,3071,03 9480 4066,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,145.0252135,-37.75649469,1080,218,203,165,194,151,148,30,6.0,82,145.0252135,-37.75649469,Darebin
Government,1,8798,Portland Secondary College,Secondary,O,170 Must Street,,Portland,VIC,3305,P O BOX 452,,PORTLAND,VIC,3305,03 5523 1344,SOUTH-WESTERN VICTORIA,Wimmera South West,241,Glenelg,Non Metro,141.5948243,-38.3588185,536,94,78,94,104,83,83,24,0.4,46,141.5948243,-38.3588185,Glenelg
Government,1,8799,Copperfield College,Secondary,O,Goldsmith Avenue,,Delahey,VIC,3037,Goldsmith Avenue,,DELAHEY,VIC,3037,03 9307 5555,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank,Metro,144.772426,-37.719463,1874,286,324,279,318,333,334,27,2.1,63,144.772426,-37.719463,Brimbank
Government,1,8800,Bayside P-12 College,Pri/Sec,O,29-69 Kororoit Creek Road,,Williamstown,VIC,3016,P O Box 515,,ALTONA NORTH,VIC,3025,03 9393 5800,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay,Metro,144.8852138,-37.85770007,841,138,142,135,157,152,117,28,2.3,59,144.8852138,-37.85770007,Hobsons Bay
Government,1,8801,South Oakleigh College,Secondary,O,Bakers Road,,Oakleigh South,VIC,3167,P O Box 116,,OAKLEIGH SOUTH,VIC,3167,03 9579 2322,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.089768,-37.92232068,956,174,186,166,155,167,107,,,,145.089768,-37.92232068,Monash
Government,1,8802,Swan Hill College,Secondary,O,10 - 32 Pye Street,,Swan Hill,VIC,3585,P O Box 1440,,SWAN HILL,VIC,3585,03 5036 4900,NORTH-WESTERN VICTORIA,Mallee,661,Swan Hill,Non Metro,143.5528519,-35.33522773,756,122,138,145,128,115,108,26,1.8,65,143.5528519,-35.33522773,Swan Hill
Government,1,8803,Traralgon College,Secondary,O,154-184 Grey Street,,Traralgon,VIC,3844,P O Box 1790,,TRARALGON,VIC,3844,03 5176 2240,SOUTH-EASTERN VICTORIA,Inner Gippsland,381,Latrobe,Non Metro,146.5194895,-38.19142459,935,168,161,141,153,177,135,25,0.9,35,146.5194895,-38.19142459,Latrobe
Government,1,8804,Mornington Secondary College,Secondary,O,1051 Nepean Highway,,Mornington,VIC,3931,Locked Bag 5,,MORNINGTON,VIC,3931,03 5970 0200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula,Metro,145.057762,-38.216712,816,107,95,139,130,169,175,27,4.3,44,145.057762,-38.216712,Mornington Peninsula
Government,1,8806,Essendon Keilor College,Secondary,O,Quinn Grove,,Keilor East,VIC,3033,P O Box 142,,NIDDRIE,VIC,3042,03 8331 0109,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley,Metro,144.8697108,-37.73970794,687,93,101,104,132,135,122,26,2.3,65,144.8697108,-37.73970794,Moonee Valley
Government,1,8807,Brunswick Secondary College,Secondary,O,47 Dawson Street,,Brunswick,VIC,3056,47 Dawson Street,,BRUNSWICK,VIC,3056,03 9387 6133,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.95501,-37.770899,1071,173,195,180,174,184,164,30,8.8,77,144.95501,-37.770899,Merri-bek
Government,1,8808,Glen Waverley Secondary College,Secondary,O,13-21 O'Sullivan Road,,Glen Waverley,VIC,3150,Private Bag 4194,,Glen Waverley,VIC,3150,03 8805 6700,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.162106,-37.878098,2395,412,408,397,412,392,373,,,,145.162106,-37.878098,Monash
Government,1,8809,Monterey Secondary College,Secondary,O,20 Silvertop Street,,Frankston North,VIC,3200,20 Silvertop Street,,FRANKSTON NORTH,VIC,3200,03 9781 7700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston,Metro,145.147724,-38.126124,483,95,87,90,83,81,47,21,4.5,6,145.147724,-38.126124,Frankston
Government,1,8811,Warrnambool College,Secondary,O,Grafton Road,,Warrnambool,VIC,3280,P O Box 442,,Warrnambool,VIC,3280,03 5564 4444,SOUTH-WESTERN VICTORIA,Wimmera South West,673,Warrnambool,Non Metro,142.4996761,-38.37671595,1076,143,172,188,211,197,163,26,1.5,47,142.4996761,-38.37671595,Warrnambool
Government,1,8812,Viewbank College,Secondary,O,1 Warren Road,,Viewbank,VIC,3084,P O Box 264,,ROSANNA,VIC,3084,03 9458 2811,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule,Metro,145.08659,-37.741196,1419,231,247,243,245,246,206,31,7.0,80,145.08659,-37.741196,Banyule
Government,1,8813,Noble Park Secondary College,Secondary,O,3 Callaghan Street,,Noble Park,VIC,3174,3 Callaghan Street,,NOBLE PARK,VIC,3174,03 9546 9066,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong,Metro,145.182369,-37.970209,556,52,67,106,119,121,91,25,0.5,68,145.182369,-37.970209,Greater Dandenong
Government,1,8814,Baimbridge College,Secondary,O,59 Mt Baimbridge Rd,,Hamilton,VIC,3300,59 Mt Baimbridge Rd,,HAMILTON,VIC,3300,03 5572 2788,SOUTH-WESTERN VICTORIA,Wimmera South West,626,Southern Grampians,Non Metro,142.014634,-37.734187,320,50,62,56,67,45,39,26,0.0,30,142.014634,-37.734187,Southern Grampians
Government,1,8815,Yarra Hills Secondary College,Secondary,O,16 Reay Road,,Mooroolbark,VIC,3138,P O Box 42,,MOOROOLBARK,VIC,3138,03 9839 8800,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.316184,-37.78934,541,76,79,89,96,98,103,,,,145.316184,-37.78934,Yarra Ranges
Government,1,8816,Heathmont College,Secondary,O,Waters Grove,,Heathmont,VIC,3135,Waters Grove,,HEATHMONT,VIC,3135,03 9871 4888,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah,Metro,145.2321036,-37.83842619,672,129,130,108,95,115,94,25,0.7,49,145.2321036,-37.83842619,Maroondah
Government,1,8818,Horsham College,Secondary,O,310 Baillie Street,,Horsham,VIC,3402,P O Box 508,,HORSHAM,VIC,3402,03 5381 7100,SOUTH-WESTERN VICTORIA,Wimmera South West,319,Horsham,Non Metro,142.184101,-36.711661,1039,148,159,167,159,250,156,29,5.2,38,142.184101,-36.711661,Horsham
Government,1,8819,Melbourne Girls College,Secondary,O,Yarra Boulevard,,Richmond,VIC,3121,Yarra Boulevard,,RICHMOND,VIC,3121,03 9428 8955,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra,Metro,145.014334,-37.822507,1531,298,257,254,262,243,216,,,,145.014334,-37.822507,Yarra
Government,1,8820,Western Heights Secondary College,Secondary,O,37-61 Vines Road,,Hamlyn Heights,VIC,3215,P O Box 784,,GEELONG,VIC,3220,03 5277 1177,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.328058,-38.12391,1075,212,242,193,166,150,110,,,,144.328058,-38.12391,Greater Geelong
Government,1,8821,Lowanna College,Secondary,O,72-96 Newark Avenue,,Newborough,VIC,3825,P O Box 42,,MOE,VIC,3825,03 5127 9200,SOUTH-EASTERN VICTORIA,Inner Gippsland,381,Latrobe,Non Metro,146.2859798,-38.17667934,1118,222,186,205,192,180,133,26,2.5,33,146.2859798,-38.17667934,Latrobe
Government,1,8823,Templestowe College,Secondary,O,7 Cypress Avenue,,Templestowe Lower,VIC,3107,7 Cypress Avenue,,TEMPLESTOWE LOWER,VIC,3107,03 9850 6333,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham,Metro,145.122306,-37.767428,1214,187,187,218,201,206,213,28,7.0,50,145.122306,-37.767428,Manningham
Government,1,8824,Castlemaine Secondary College,Secondary,O,Blakeley Rd,,Castlemaine,VIC,3450,P O Box 57,,CASTLEMAINE,VIC,3450,03 5479 1111,NORTH-WESTERN VICTORIA,Loddon Campaspe,543,Mount Alexander,Non Metro,144.227547,-37.050436,701,110,103,151,124,130,83,26,2.1,46,144.227547,-37.050436,Mount Alexander
Government,1,8827,Warragul Regional College,Secondary,O,55 Burke Street,,Warragul,VIC,3820,P O Box 213,,WARRAGUL,VIC,3820,03 5623 9900,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw,Non Metro,145.9254852,-38.16519591,684,89,130,119,120,124,101,24,0.0,23,145.9254852,-38.16519591,Baw Baw
Government,1,8828,Mount Rowan Secondary College,Secondary,O,453-457 Forest Street,,Wendouree,VIC,3355,453-457 Forest Street,,Wendouree,VIC,3355,03 5336 7804,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.834472,-37.51922,710,141,127,140,139,105,58,28,1.4,48,143.834472,-37.51922,Ballarat
Government,1,8830,Charlton College,Pri/Sec,O,33 - 49 Davies Street,,Charlton,VIC,3525,P O Box 138,,CHARLTON,VIC,3525,03 5491 1280,NORTH-WESTERN VICTORIA,Mallee,127,Buloke,Non Metro,143.359633,-36.270312,72,13,14,7,15,9,13,30,1.6,56,143.359633,-36.270312,Buloke
Government,1,8831,Wycheproof P-12 College,Pri/Sec,O,7-21 McKenzie Crescent,,Wycheproof,VIC,3527,Post Office Box 9,,WYCHEPROOF,VIC,3527,03 5493 7409,NORTH-WESTERN VICTORIA,Mallee,127,Buloke,Non Metro,143.229098,-36.075704,54,6,3,10,13,12,9,30,2.6,50,143.229098,-36.075704,Buloke
Government,1,8832,Birchip P-12 School,Pri/Sec,O,43-47 Campbell Street,,Birchip,VIC,3483,43-47 Campbell Street,,BIRCHIP,VIC,3483,03 5492 2287,SOUTH-WESTERN VICTORIA,Wimmera South West,127,Buloke,Non Metro,142.9099365,-35.98438249,81,16,8,16,14,10,17,31,10.4,53,142.9099365,-35.98438249,Buloke
Government,1,8833,Nhill College,Pri/Sec,O,Whitehead Avenue,,Nhill,VIC,3418,P O Box 210,,NHILL,VIC,3418,03 5391 2111,SOUTH-WESTERN VICTORIA,Wimmera South West,298,Hindmarsh,Non Metro,141.65886,-36.33260253,146,27,29,23,25,28,14,23,0.0,62,141.65886,-36.33260253,Hindmarsh
Government,1,8834,Sale College,Secondary,O,73-81 Macalister Street,,Sale,VIC,3850,P O Box 231,,SALE,VIC,3850,03 5144 1711,SOUTH-EASTERN VICTORIA,Outer Gippsland,681,Wellington,Non Metro,147.068006,-38.108921,804,145,139,151,138,143,86,24,0.7,58,147.068006,-38.108921,Wellington
Government,1,8835,McClelland Secondary College,Secondary,O,31 Belar Avenue,,Frankston,VIC,3199,31 Belar Avenue,,FRANKSTON,VIC,3199,03 9789 4544,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston,Metro,145.158453,-38.14632,1131,223,214,175,198,163,157,30,3.6,41,145.158453,-38.14632,Frankston
Government,1,8839,Narre Warren South P-12 College,Pri/Sec,O,Amberly Park Drive,,Narre Warren South,VIC,3805,Amberly Park Drive,,NARRE WARREN SOUTH,VIC,3805,03 9704 3333,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.285075,-38.049734,1696,233,266,271,271,324,331,,,,145.285075,-38.049734,Casey
Government,1,8841,Lara Secondary College,Secondary,O,34 Alkara Avenue,,Lara,VIC,3212,P O Box 387,,LARA,VIC,3212,03 5282 8988,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.41157,-38.018176,662,88,90,112,145,113,114,25,1.5,25,144.41157,-38.018176,Greater Geelong
Government,1,8842,Kaniva College,Pri/Sec,O,2 Farmers Street,,Kaniva,VIC,3419,2 Farmers Street,,KANIVA,VIC,3419,03 5392 2494,SOUTH-WESTERN VICTORIA,Wimmera South West,689,West Wimmera,Non Metro,141.2448451,-36.38271876,57,11,14,7,12,10,2,,,,141.2448451,-36.38271876,West Wimmera
Government,1,8843,Corryong College,Pri/Sec,O,27-45 Towong Road,,Corryong,VIC,3707,P O Box 225,,CORRYONG,VIC,3707,02 6076 1566,NORTH-EASTERN VICTORIA,Ovens Murray,667,Towong,Non Metro,147.910757,-36.192938,145,27,27,20,31,25,14,31,5.6,27,147.910757,-36.192938,Towong
Government,1,8845,Maryborough Education Centre,Pri/Sec,O,102 - 192 Balaclava Road,,Maryborough,VIC,3465,P O Box 171,,Maryborough,VIC,3465,03 5461 7900,NORTH-WESTERN VICTORIA,Loddon Campaspe,167,Central Goldfields,Non Metro,143.722865,-37.042159,648,121,99,107,121,107,51,26,2.1,42,143.722865,-37.042159,Central Goldfields
Government,1,8846,The Lakes South Morang College,Pri/Sec,O,80 Jardier Terrace,,South Morang,VIC,3752,P O Box 207,,South Morang,VIC,3752,03 9401 3919,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.075679,-37.634935,335,63,51,56,58,59,47,30,2.7,38,145.075679,-37.634935,Whittlesea
Government,1,8847,Point Cook Senior Secondary College,Secondary,O,Cnr Boardwalk Blvd & Bergamot,,Point Cook,VIC,3030,P O Box 6520,,Point Cook,VIC,3030,03 9395 9271,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.73282,-37.886718,780,0,0,0,273,284,223,,,,144.73282,-37.886718,Wyndham
Government,1,8848,Manor Lakes P-12 College,Pri/Sec,O,2-50 Minindee Road,,Wyndham Vale,VIC,3024,2-50 Minindee Road,,Wyndham Vale,VIC,3024,03 9741 4202,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.601853,-37.873507,1707,278,260,352,305,295,216,24,3.2,47,144.601853,-37.873507,Wyndham
