Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y,Total_Enrolments,Year 7 Total,Year 8 Total,Year 9 Total,Year 10 Total,Year 11 Total,Year 12 Total,Median_VCE_Study_Score,Pct_Study_Scores_40plus,Pct_VCE_VTAC_Applications,X,Y,LGA_Name
Government,1,7217,Peter Lalor Secondary College,Secondary,O,2 Robert Street,,Lalor,VIC,3075,PO Box 1250,,EPPING,VIC,3076,03 9464 0122,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.0126913,-37.66678514,115,0,0,0,25,58,32,-,-,23,145.0126913,-37.66678514,Whittlesea
Government,1,7219,Lilydale Heights College,Secondary,O,17-19 Nelson Road,,Lilydale,VIC,3140,17-19 Nelson Road,,Lilydale,VIC,3140,03 9735 1133,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.3414068,-37.7458221,887,195,155,160,169,120,88,26,3.7,64,145.3414068,-37.7458221,Yarra Ranges
Government,1,7247,Staughton College,Secondary,O,Wilson Road,,Melton South,VIC,3338,P O Box 2344,,MELTON SOUTH,VIC,3338,03 9743 4622,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.568689,-37.708365,1698,309,296,298,288,285,222,25,1.5,53,144.568689,-37.708365,Melton
Government,1,7250,Chaffey Secondary College,Secondary,O,261-289 Deakin Avenue,,Mildura,VIC,3500,P O Box 1610,,MILDURA,VIC,3502,03 5023 0538,NORTH-WESTERN VICTORIA,Mallee,478,Mildura,Non Metro,142.147985,-34.19573,696,179,160,175,182,0,0,I/D,I/D,I/D,142.147985,-34.19573,Mildura
Government,1,7255,Bentleigh Secondary College,Secondary,O,4 Vivien St,,Bentleigh East,VIC,3165,P O Box 186,,BENTLEIGH EAST,VIC,3165,03 9579 1044,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira,Metro,145.059798,-37.927357,932,166,162,165,154,155,129,30,5.6,64,145.059798,-37.927357,Glen Eira
Government,1,7267,Mount Clear College,Secondary,O,59 Olympic Avenue,,Mount Clear,VIC,3353,59 Olympic Avenue,,BALLARAT,VIC,3350,03 5330 1500,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.876673,-37.607965,1000,158,169,181,177,172,142,26,1.4,48,143.876673,-37.607965,Ballarat
Government,1,7275,Rosehill Secondary College,Secondary,O,33 Sapphire Street,,Niddrie,VIC,3042,33 Sapphire Street,,NIDDRIE,VIC,3042,03 9337 2488,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley,Metro,144.886183,-37.746679,1126,206,191,182,208,179,160,29,1.7,70,144.886183,-37.746679,Moonee Valley
Government,1,7300,Northern College of the Arts and Technology,Secondary,O,62 Murray Road,,Preston,VIC,3072,P O Box 8041,,NORTHLAND,VIC,3072,03 9478 1333,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,145.025372,-37.740069,368,0,0,0,96,147,125,,,,145.025372,-37.740069,Darebin
Government,1,7366,Swinburne Senior Secondary College,Secondary,O,505 Burwood Road,,Hawthorn,VIC,3122,505 Burwood Rd,,HAWTHORN,VIC,3122,03 8862 4400,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.040821,-37.823135,384,0,0,0,0,196,188,,,,145.040821,-37.823135,Boroondara
Government,1,7384,Victorian College Of The Arts Secondary School,Secondary,O,57 Miles Street,,Southbank,VIC,3006,57 Miles Street,,SOUTHBANK,VIC,3006,03 8644 8644,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.964767,-37.828229,348,24,26,43,46,101,108,,,,144.964767,-37.828229,Melbourne
Government,1,7395,Brauer Secondary College,Secondary,O,Caramut Road,,Warrnambool,VIC,3280,P O Box 676,,Warrnambool,VIC,3280,03 5560 3888,SOUTH-WESTERN VICTORIA,Wimmera South West,673,Warrnambool,Non Metro,142.458924,-38.358714,892,178,150,139,144,160,121,,,,142.458924,-38.358714,Warrnambool
Government,1,7402,Wyndham Central Secondary College,Secondary,O,101 Shaws Road,,Werribee,VIC,3030,P O Box 304,,WERRIBEE,VIC,3030,03 8744 8900,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.65385,-37.888932,1295,219,199,229,236,243,169,,,,144.65385,-37.888932,Wyndham
Government,1,7405,Weeroona College Bendigo,Secondary,O,383 Napier Street,,Bendigo,VIC,3550,PO Box 566,,BENDIGO,VIC,3552,03 5443 2133,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo,Non Metro,144.29798,-36.73893,824,216,201,198,175,19,14,,,,144.29798,-36.73893,Greater Bendigo
Government,1,7408,Whittlesea Secondary College,Secondary,O,55 Laurel Street,,Whittlesea,VIC,3757,PO Box 54,,WHITTLESEA,VIC,3757,03 9719 1200,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.1201751,-37.5150463,731,112,145,135,153,114,71,24,1.7,75,145.1201751,-37.5150463,Whittlesea
Government,1,7500,Yarrabing Secondary College,Secondary,O,40 Recreation Road,,Aintree,VIC,3336,40 Recreation Road,,Aintree,VIC,3336,03 7033 2444,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.664788,-37.712027,383,213,170,0,0,0,0,,,,144.664788,-37.712027,Melton
Government,1,7505,Alexandra Secondary College,Secondary,O,Downey Street,,Alexandra,VIC,3714,Private Bag 1,,ALEXANDRA,VIC,3714,03 5770 2000,NORTH-EASTERN VICTORIA,Goulburn,562,Murrindindi,Non Metro,145.701477,-37.19449,333,49,57,53,74,56,42,24,2.6,51,145.701477,-37.19449,Murrindindi
Government,1,7526,Auburn High School,Secondary,O,26 Burgess Street,,Hawthorn East,VIC,3123,26 Burgess Street,,Hawthorn East,VIC,3123,03 9822 3247,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.045067,-37.83988,860,170,148,139,160,115,127,31,8.6,86,145.045067,-37.83988,Boroondara
Government,1,7540,Ballarat High School,Secondary,O,1726 Sturt Street,,LAKE GARDENS,VIC,3355,1726 Sturt Street,,LAKE GARDENS,VIC,3355,03 5338 9000,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.818213,-37.554522,1476,271,212,258,256,296,183,29,2.2,50,143.818213,-37.554522,Ballarat
Government,1,7550,Balwyn High School,Secondary,O,Buchanan Avenue,,Balwyn North,VIC,3104,Buchanan Avenue,,BALWYN NORTH,VIC,3104,03 9819 7911,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.0767724,-37.79785922,2207,350,345,337,301,459,413,32,14.7,92,145.0767724,-37.79785922,Boroondara
Government,1,7560,Bayswater Secondary College,Secondary,O,14 Orchard Road,,Bayswater,VIC,3153,14 Orchard Road,,BAYSWATER,VIC,3153,03 8720 7555,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.261998,-37.83903,263,63,62,35,28,38,36,26,0.0,44,145.261998,-37.83903,Knox
Government,1,7565,Beaufort Secondary College,Secondary,O,1/37 Park Road,,Beaufort,VIC,3373,P O Box 38,,Beaufort,VIC,3373,03 5349 2305,SOUTH-WESTERN VICTORIA,Central Highlands,599,Pyrenees,Non Metro,143.382486,-37.438844,215,29,47,36,36,34,32,27,0.0,32,143.382486,-37.438844,Pyrenees
Government,1,7566,Beaumaris Secondary College,Secondary,O,117 - 135 Reserve Road,,Beaumaris,VIC,3193,P O BOX 7079,,Beaumaris,VIC,3193,03 8569 9200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside,Metro,145.034078,-37.978396,899,121,125,166,168,168,150,30,5.9,77,145.034078,-37.978396,Bayside
Government,1,7575,Beechworth Secondary College,Secondary,O,85 Balaclava Road,,Beechworth,VIC,3747,P O Box 21,,Beechworth,VIC,3747,03 5728 1264,NORTH-EASTERN VICTORIA,Ovens Murray,335,Indigo,Non Metro,146.690764,-36.34722,295,72,62,42,55,37,26,28,6.5,60,146.690764,-36.34722,Indigo
Government,1,7585,Belmont High School,Secondary,O,12-36 Rotherham Street,,Belmont,VIC,3216,12-36 Rotherham Street,,BELMONT,VIC,3216,03 5243 5355,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.330562,-38.175654,1294,235,230,195,246,186,201,29,4.5,55,144.330562,-38.175654,Greater Geelong
Government,1,7595,Bendigo Senior Secondary College,Secondary,O,40 Gaol Road,,Bendigo,VIC,3550,P O Box 545,,BENDIGO,VIC,3552,03 5443 1222,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo,Non Metro,144.279278,-36.755301,1858,0,0,0,5,1035,817,,,,144.279278,-36.755301,Greater Bendigo
Government,1,7603,Berwick Secondary College,Secondary,O,65-69 Manuka Road,,Berwick,VIC,3806,65-69 Manuka Road,,BERWICK,VIC,3806,03 8768 1000,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.365438,-38.031398,1668,240,287,301,310,275,255,29,2.6,61,145.365438,-38.031398,Casey
Government,1,7610,Blackburn High School,Secondary,O,60 Springfield Road,,Blackburn,VIC,3130,60 Springfield Road,,BLACKBURN,VIC,3130,03 8804 6464,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse,Metro,145.149893,-37.81037,1288,213,206,212,235,241,181,31,8.1,78,145.149893,-37.81037,Whitehorse
Government,1,7635,Box Hill High School,Secondary,O,1180 Whitehorse Road,,Box Hill,VIC,3128,1180 Whitehorse Road,,BOX HILL,VIC,3128,03 9877 1177,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse,Metro,145.137208,-37.820003,1534,253,244,259,249,295,234,32,11.8,89,145.137208,-37.820003,Whitehorse
Government,1,7645,Braybrook College,Secondary,O,352 Ballarat Road,,Braybrook,VIC,3019,352 Ballarat Road,,BRAYBROOK,VIC,3019,03 9312 2900,SOUTH-WESTERN VICTORIA,Western Melbourne,433,Maribyrnong,Metro,144.847537,-37.778257,1382,221,229,234,242,233,223,31,8.1,83,144.847537,-37.778257,Maribyrnong
Government,1,7647,Brentwood Secondary College,Secondary,O,65-71 Watsons Road,,Glen Waverley,VIC,3150,65-71 Watsons Road,,GLEN WAVERLEY,VIC,3150,03 8545 0300,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.1663432,-37.89950842,1554,228,280,268,283,230,265,30,5.9,83,145.1663432,-37.89950842,Monash
Government,1,7650,Brighton Secondary College,Secondary,O,120 Marriage Road,,Brighton East,VIC,3187,120 Marriage Road,,BRIGHTON EAST,VIC,3187,03 9592 7488,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside,Metro,145.019119,-37.920156,864,112,139,135,145,172,159,30,6.3,85,145.019119,-37.920156,Bayside
Government,1,7655,Broadford Secondary College,Secondary,O,2-12 Pinniger Street,,Broadford,VIC,3658,P O Box 108,,BROADFORD,VIC,3658,03 5784 1200,NORTH-EASTERN VICTORIA,Goulburn,485,Mitchell,Non Metro,145.040033,-37.204375,829,152,147,156,153,134,87,22,0.7,54,145.040033,-37.204375,Mitchell
Government,1,7670,Buckley Park College,Secondary,O,59-99 Cooper Street,,Essendon,VIC,3040,59-99 Cooper Street,,ESSENDON,VIC,3040,03 9331 9999,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley,Metro,144.897755,-37.747117,902,194,136,143,129,136,164,29,5.7,83,144.897755,-37.747117,Moonee Valley
Government,1,7680,Camberwell High School,Secondary,O,Prospect Hill Road,,Canterbury,VIC,3126,Prospect Hill Road,,CANTERBURY,VIC,3126,03 9836 0555,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.072821,-37.830151,807,88,124,141,147,141,164,30,8.5,82,145.072821,-37.830151,Boroondara
Government,1,7690,Canterbury Girls Secondary College,Secondary,O,16 Mangarra Road,,Canterbury,VIC,3126,16 Mangarra Road,,CANTERBURY,VIC,3126,03 9830 5099,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.069102,-37.820289,780,164,143,125,111,125,111,,,,145.069102,-37.820289,Boroondara
Government,1,7695,Casterton Secondary College,Secondary,O,27 Mt Gambier Road,,Casterton,VIC,3311,27 Mt.Gambier Road,,CASTERTON,VIC,3311,03 5581 1588,SOUTH-WESTERN VICTORIA,Wimmera South West,241,Glenelg,Non Metro,141.387493,-37.588796,106,24,21,17,18,15,10,28,0.0,56,141.387493,-37.588796,Glenelg
Government,1,7720,Cheltenham Secondary College,Secondary,O,73-75 Bernard Street,,Cheltenham,VIC,3192,P O Box 109,,MOORABBIN,VIC,3189,03 9555 5955,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston,Metro,145.068676,-37.953762,768,96,117,116,141,172,126,28,2.1,74,145.068676,-37.953762,Kingston
Government,1,7724,Wulerrp Secondary College,Secondary,O,560 Soldiers Road,,Clyde North,VIC,3978,560 Soldiers Road,,Clyde North,VIC,3978,03 5929 2979,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.36665,-38.091026,221,221,0,0,0,0,0,,,,145.36665,-38.091026,Casey
Government,1,7725,Cobram Secondary College,Secondary,O,25-47 Warkil Street,,Cobram,VIC,3644,P O Box 387,,COBRAM,VIC,3644,03 5871 1700,NORTH-EASTERN VICTORIA,Goulburn,490,Moira,Non Metro,145.654121,-35.913605,463,92,97,81,97,63,33,24,0.9,43,145.654121,-35.913605,Moira
Government,1,7735,Cohuna Secondary College,Secondary,O,6415 Murray Valley Highway,,Cohuna,VIC,3568,P O Box 273,,COHUNA,VIC,3568,03 5456 2555,NORTH-WESTERN VICTORIA,Mallee,225,Gannawarra,Non Metro,144.226425,-35.813503,187,38,34,40,23,28,23,28,4.2,67,144.226425,-35.813503,Gannawarra
Government,1,7747,Cranbourne Secondary College,Secondary,O,Stawell Street,,Cranbourne,VIC,3977,Stawell Street,,CRANBOURNE,VIC,3977,03 5996 3544,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.286136,-38.107591,1139,167,178,184,184,210,216,24,0.3,67,145.286136,-38.107591,Casey
Government,1,7748,Cranbourne West Secondary College,Secondary,O,80 Strathlea Drive,,Cranbourne West,VIC,3977,80 Strathlea Drive,,Cranbourne West,VIC,3977,03 9770 7200,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.246512,-38.10672,1596,374,352,318,295,257,0,,,,145.246512,-38.10672,Casey
Government,1,7757,Croydon Community School,Secondary,O,61-77 Croydon Road,,Croydon,VIC,3136,P O Box 239,,Croydon,VIC,3136,03 9724 2900,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah,Metro,145.281261,-37.78935,149,19,24,21,32,39,14,-,-,9,145.281261,-37.78935,Maroondah
Government,1,7763,Mount Alexander 7-12 College,Secondary,O,78 Wellington Street,,Flemington,VIC,3031,78 Wellington Street,,FLEMINGTON,VIC,3031,03 9376 1622,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley,Metro,144.933235,-37.782154,816,161,110,126,160,146,113,,,,144.933235,-37.782154,Moonee Valley
Government,1,7770,Dimboola Memorial Secondary College,Secondary,O,66 Ellerman Street,,Dimboola,VIC,3414,P O Box 40,,DIMBOOLA,VIC,3414,03 5389 1460,SOUTH-WESTERN VICTORIA,Wimmera South West,298,Hindmarsh,Non Metro,142.034409,-36.449839,129,25,23,19,23,22,17,,,,142.034409,-36.449839,Hindmarsh
Government,1,7773,East Doncaster Secondary College,Secondary,O,20 George Street,,Doncaster East,VIC,3109,20 George Street,,DONCASTER EAST,VIC,3109,03 9842 2244,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham,Metro,145.158557,-37.782127,2187,466,388,342,327,346,317,,,,145.158557,-37.782127,Manningham
Government,1,7775,Donald High School,Secondary,O,2-16 Camp Street,,Donald,VIC,3480,P O Box 138,,DONALD,VIC,3480,03 5497 1205,SOUTH-WESTERN VICTORIA,Wimmera South West,127,Buloke,Non Metro,142.973962,-36.370779,93,18,17,16,15,12,15,29,8.3,64,142.973962,-36.370779,Buloke
Government,1,7776,Doncaster Secondary College,Secondary,O,123 Church Road,,Doncaster,VIC,3108,123 CHURCH ROAD,,DONCASTER,VIC,3108,03 9848 4677,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham,Metro,145.138053,-37.784581,1170,177,198,182,194,217,202,32,13.0,74,145.138053,-37.784581,Manningham
Government,1,7785,Drouin Secondary College,Secondary,O,South Road,,Drouin,VIC,3818,P O BOX 338,,DROUIN,VIC,3818,03 5625 1002,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw,Non Metro,145.850978,-38.144659,1148,193,185,221,222,176,151,25,1.1,43,145.850978,-38.144659,Baw Baw
Government,1,7790,Eaglehawk Secondary College,Secondary,O,1-3 Reserve Street,,Eaglehawk,VIC,3556,P O Box 146,,EAGLEHAWK,VIC,3556,03 5446 8099,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo,Non Metro,144.261627,-36.720062,565,141,132,154,138,0,0,-,-,-,144.261627,-36.720062,Greater Bendigo
Government,1,7805,Eltham High School,Secondary,O,30-60 Withers Way,,Eltham,VIC,3095,30-60 Withers Way,,ELTHAM,VIC,3095,03 9430 5111,NORTH-WESTERN VICTORIA,North Eastern Melbourne,571,Nillumbik,Metro,145.141725,-37.724436,1352,203,183,223,277,218,248,29,5.3,66,145.141725,-37.724436,Nillumbik
Government,1,7810,Elwood College,Secondary,O,101 Glenhuntly Road,,Elwood,VIC,3184,101 Glenhuntly Road,,ELWOOD,VIC,3184,03 9531 9566,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip,Metro,144.985203,-37.88232,797,117,126,124,133,160,137,31,9.3,70,144.985203,-37.88232,Port Phillip
Government,1,7813,Epping Secondary College,Secondary,O,Mcdonalds Road,,Epping,VIC,3076,McDonalds Road,,EPPING,VIC,3076,03 9401 2599,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.033426,-37.644001,989,124,157,160,213,189,146,28,5.2,62,145.033426,-37.644001,Whittlesea
Government,1,7820,Euroa Secondary College,Secondary,O,26 Campbell St,,Euroa,VIC,3666,P O Box 63,,EUROA,VIC,3666,03 5795 2512,NORTH-EASTERN VICTORIA,Goulburn,643,Strathbogie,Non Metro,145.5648,-36.758203,276,46,43,36,54,56,41,26,2.8,39,145.5648,-36.758203,Strathbogie
Government,1,7823,Fairhills High School,Secondary,O,330 Scoresby Road,,Knoxfield,VIC,3180,P O Box 226,,FERNTREE GULLY,VIC,3156,03 9758 5022,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.259037,-37.87321,397,83,76,68,77,48,45,26,0.0,56,145.259037,-37.87321,Knox
Government,1,7837,Bendigo South East 7-10 Secondary College,Secondary,O,Ellis Street,,Bendigo,VIC,3550,P O Box 15,,Strathdale,VIC,3550,03 5443 4522,NORTH-WESTERN VICTORIA,Loddon Campaspe,262,Greater Bendigo,Non Metro,144.297592,-36.775789,1040,262,233,275,270,0,0,,,,144.297592,-36.775789,Greater Bendigo
Government,1,7839,Port Melbourne Secondary College,Secondary,O,477 Graham Street,,Port Melbourne,VIC,3207,477 Graham Street,,Port Melbourne,VIC,3207,03 9113 3500,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip,Metro,144.932045,-37.832013,417,109,121,101,86,0,0,,,,144.932045,-37.832013,Port Phillip
Government,1,7842,Footscray High School,Secondary,O,1 Kinnear Street,,Footscray,VIC,3011,1 Kinnear Street,,Footscray,VIC,3011,03 9112 9500,SOUTH-WESTERN VICTORIA,Western Melbourne,433,Maribyrnong,Metro,144.8937633,-37.79104291,1333,183,192,212,223,264,258,29,4.2,70,144.8937633,-37.79104291,Maribyrnong
Government,1,7845,Foster Secondary College,Secondary,O,2-10 Pioneer Street,,Foster,VIC,3960,PO Box 23,,FOSTER,VIC,3960,03 5682 2066,SOUTH-EASTERN VICTORIA,Inner Gippsland,617,South Gippsland,Non Metro,146.197413,-38.651737,265,52,42,55,43,39,32,30,3.0,45,146.197413,-38.651737,South Gippsland
Government,1,7850,Frankston High School,Secondary,O,97 Foot Street,,Frankston,VIC,3199,97 Foot Street,,FRANKSTON,VIC,3199,03 9783 7955,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston,Metro,145.128951,-38.1621885,1973,347,346,299,363,324,294,31,9.6,69,145.128951,-38.1621885,Frankston
Government,1,7855,Geelong High School,Secondary,O,385 Ryrie Street,,East Geelong,VIC,3219,385 Ryrie Street,,EAST GEELONG,VIC,3219,03 5225 4100,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.373726,-38.153026,974,199,155,170,159,162,128,27,5.1,44,144.373726,-38.153026,Greater Geelong
Government,1,7856,North Geelong Secondary College,Secondary,O,86-132 Separation Street,,North Geelong,VIC,3215,86 - 132  Separation St,,NORTH GEELONG,VIC,3215,03 5240 5800,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.340792,-38.109956,976,151,160,185,175,180,123,,,,144.340792,-38.109956,Greater Geelong
Government,1,7857,Gisborne Secondary College,Secondary,O,95 Melton Road,,Gisborne,VIC,3437,P O Box 57,,GISBORNE,VIC,3437,03 5428 3691,NORTH-WESTERN VICTORIA,Loddon Campaspe,413,Macedon Ranges,Non Metro,144.5847741,-37.49811364,973,157,171,155,188,156,145,27,0.8,49,144.5847741,-37.49811364,Macedon Ranges
Government,1,7858,Gladstone Park Secondary College,Secondary,O,14 - 36 Taylor Drive,,Gladstone Park,VIC,3043,14 - 36 Taylor Drive,,GLADSTONE PARK,VIC,3043,03 9933 0500,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.890003,-37.689766,1329,206,188,225,227,259,224,,,,144.890003,-37.689766,Hume
Government,1,7874,Bundoora Secondary College,Secondary,O,53 Balmoral Avenue,,Bundoora,VIC,3083,P O Box 68,,BUNDOORA,VIC,3083,03 9467 1511,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule,Metro,145.061977,-37.707501,545,108,105,103,103,68,58,26,1.7,41,145.061977,-37.707501,Banyule
Government,1,7876,Greater Shepparton Secondary College,Secondary,O,31-71 Hawdon Street,,Shepparton,VIC,3630,P O Box 4010,,Shepparton,VIC,3632,03 5891 2000,NORTH-EASTERN VICTORIA,Goulburn,283,Greater Shepparton,Non Metro,145.415396,-36.372067,1997,292,341,363,370,389,242,,,,145.415396,-36.372067,Greater Shepparton
Government,1,7893,Western Port Secondary College,Secondary,O,215 High Street,,Hastings,VIC,3915,"P O Box 101, 215 HIGH STREET",,HASTINGS,VIC,3915,03 5979 1577,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula,Metro,145.176383,-38.308172,764,138,131,124,132,138,101,,,,145.176383,-38.308172,Mornington Peninsula
Government,1,7900,Healesville High School,Secondary,O,10 Camerons Road,,Healesville,VIC,3777,10 Camerons Road,,HEALESVILLE,VIC,3777,03 5962 4088,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.530807,-37.643586,329,58,66,50,49,63,42,27,1.6,62,145.530807,-37.643586,Yarra Ranges
Government,1,7910,Heywood District Secondary College,Secondary,O,Gorrie Street,,Heywood,VIC,3304,P O Box 180,,HEYWOOD,VIC,3304,03 5527 1303,SOUTH-WESTERN VICTORIA,Wimmera South West,241,Glenelg,Non Metro,141.6204999,-38.12926753,75,8,15,19,16,9,8,,,,141.6204999,-38.12926753,Glenelg
Government,1,7918,Highvale Secondary College,Secondary,O,Capital Avenue,,Glen Waverley,VIC,3150,Capital Avenue,,GLEN WAVERLEY,VIC,3150,03 9803 5144,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.17682,-37.865409,1221,208,217,179,231,213,173,29,7.3,86,145.17682,-37.865409,Monash
Government,1,7945,Kerang Technical High School,Secondary,O,Murray St,,Kerang,VIC,3579,P O Box 201,,KERANG,VIC,3579,03 5452 1062,NORTH-WESTERN VICTORIA,Mallee,225,Gannawarra,Non Metro,143.913802,-35.725651,239,42,38,59,41,33,26,26,2.6,41,143.913802,-35.725651,Gannawarra
Government,1,7947,Kensington Community High School,Secondary,O,405 Racecourse Rd,,Kensington,VIC,3031,P O Box 321,,FLEMINGTON,VIC,3031,03 9376 1953,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.925577,-37.787909,95,11,12,19,20,18,15,,,,144.925577,-37.787909,Melbourne
Government,1,7950,Kew High School,Secondary,O,1393 Burke Road,,Kew East,VIC,3102,1393 Burke Road,,KEW EAST,VIC,3102,03 9092 7500,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.063358,-37.795546,1001,142,145,158,149,204,202,30,7.1,95,145.063358,-37.795546,Boroondara
Government,1,7954,Koonung Secondary College,Secondary,O,68 Box Hill Crescent,,Mont Albert North,VIC,3129,68 Box Hill Crescent,,MONT ALBERT NORTH,VIC,3129,03 9890 9662,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse,Metro,145.117561,-37.80219,1214,229,193,182,222,201,187,32,9.8,84,145.117561,-37.80219,Whitehorse
Government,1,7955,Koo Wee Rup Secondary College,Secondary,O,345-357 Rossiter Road,,Koo Wee Rup,VIC,3981,P O Box 30,,KOO WEE RUP,VIC,3981,03 5997 1444,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia,Metro,145.495779,-38.197091,890,136,152,134,170,162,135,,,,145.495779,-38.197091,Cardinia
Government,1,7960,Korumburra Secondary College,Secondary,O,125 Jumbunna Road,,Korumburra,VIC,3950,Private Bag 2,,KORUMBURRA,VIC,3950,03 5655 1566,SOUTH-EASTERN VICTORIA,Inner Gippsland,617,South Gippsland,Non Metro,145.8039,-38.44387,443,98,77,82,66,68,51,,,,145.8039,-38.44387,South Gippsland
Government,1,7965,Kyabram P-12 College,Pri/Sec,O,57 Fischer Street,,Kyabram,VIC,3620,P O Box 384,,KYABRAM,VIC,3619,03 5851 2100,NORTH-WESTERN VICTORIA,Loddon Campaspe,137,Campaspe,Non Metro,145.056207,-36.317476,505,87,81,105,95,94,41,23,0.0,36,145.056207,-36.317476,Campaspe
Government,1,7970,Kyneton High School,Secondary,O,1-9 Epping Street,,Kyneton,VIC,3444,1-9 Epping St,,KYNETON,VIC,3444,03 5421 1100,NORTH-WESTERN VICTORIA,Loddon Campaspe,413,Macedon Ranges,Non Metro,144.4581707,-37.25132966,629,140,102,119,118,74,76,,,,144.4581707,-37.25132966,Macedon Ranges
Government,1,7985,Lalor Secondary College,Secondary,O,118 David Street,,Lalor,VIC,3075,P O Box 1015,,LALOR,VIC,3075,03 9463 7300,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.0306228,-37.67265939,1142,188,187,189,207,193,177,26,2.3,69,145.0306228,-37.67265939,Whittlesea
Government,1,7986,Lalor North Secondary College,Secondary,O,114 Childs Road,,Epping,VIC,3076,114 Childs Road,,EPPING,VIC,3076,03 9401 3888,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.034124,-37.660767,354,74,54,44,59,75,48,,,,145.034124,-37.660767,Whittlesea
